Time t,theta 1,theta 2,theta 3,omega 1,omega 2,omega 3
7.72,0,1.0472,-1.0472,0,1.49602e-015,-6.73207e-015
7.73,0,1.0472,-1.0472,0,1.49795e-015,-6.74079e-015
7.74,0,1.0472,-1.0472,0,1.49989e-015,-6.74951e-015
7.75,0,1.0472,-1.0472,0,1.50183e-015,-6.75823e-015
7.76,0,1.0472,-1.0472,0,1.50377e-015,-6.76695e-015
7.77,0,1.0472,-1.0472,0,1.5057e-015,-6.77567e-015
7.78,0,1.0472,-1.0472,0,1.50764e-015,-6.78439e-015
7.79,0,1.0472,-1.0472,0,1.50958e-015,-6.79311e-015
7.8,0,1.0472,-1.0472,0,1.51152e-015,-6.80183e-015
7.81,0,1.0472,-1.0472,0,1.51346e-015,-6.81055e-015
7.82,0,1.0472,-1.0472,0,1.51539e-015,-6.81927e-015
7.83,0,1.0472,-1.0472,0,1.51733e-015,-6.82799e-015
7.84,0,1.0472,-1.0472,0,1.51927e-015,-6.83671e-015
7.85,0,1.0472,-1.0472,0,1.52121e-015,-6.84543e-015
7.86,0,1.0472,-1.0472,0,1.52315e-015,-6.85415e-015
7.87,0,1.0472,-1.0472,0,1.52508e-015,-6.86287e-015
7.88,0,1.0472,-1.0472,0,1.52702e-015,-6.87159e-015
7.89,0,1.0472,-1.0472,0,1.52896e-015,-6.88031e-015
7.9,0,1.0472,-1.0472,0,1.5309e-015,-6.88903e-015
7.91,0,1.0472,-1.0472,0,1.53283e-015,-6.89776e-015
7.92,0,1.0472,-1.0472,0,1.53477e-015,-6.90648e-015
7.93,0,1.0472,-1.0472,0,1.53671e-015,-6.9152e-015
7.94,0,1.0472,-1.0472,0,1.53865e-015,-6.92392e-015
7.95,0,1.0472,-1.0472,0,1.54059e-015,-6.93264e-015
7.96,0,1.0472,-1.0472,0,1.54252e-015,-6.94136e-015
7.97,0,1.0472,-1.0472,0,1.54446e-015,-6.95008e-015
7.98,0,1.0472,-1.0472,0,1.5464e-015,-6.9588e-015
7.99,0,1.0472,-1.0472,0,1.54834e-015,-6.96752e-015
8,0,1.0472,-1.0472,0,1.55028e-015,-6.97624e-015
8.01,0,1.0472,-1.0472,0,1.55221e-015,-6.98496e-015
8.02,0,1.0472,-1.0472,0,1.55415e-015,-6.99368e-015
8.03,0,1.0472,-1.0472,0,1.55609e-015,-7.0024e-015
8.04,0,1.0472,-1.0472,0,1.55803e-015,-7.01112e-015
8.05,0,1.0472,-1.0472,0,1.55996e-015,-7.01984e-015
8.06,0,1.0472,-1.0472,0,1.5619e-015,-7.02856e-015
8.07,0,1.0472,-1.0472,0,1.56384e-015,-7.03728e-015
8.08,0,1.0472,-1.0472,0,1.56578e-015,-7.046e-015
8.09,0,1.0472,-1.0472,0,1.56772e-015,-7.05472e-015
8.1,0,1.0472,-1.0472,0,1.56965e-015,-7.06344e-015
8.11,0,1.0472,-1.0472,0,1.57159e-015,-7.07216e-015
8.12,0,1.0472,-1.0472,0,1.57353e-015,-7.08088e-015
8.13,0,1.0472,-1.0472,0,1.57547e-015,-7.0896e-015
8.14,0,1.0472,-1.0472,0,1.5774e-015,-7.09832e-015
8.15,0,1.0472,-1.0472,0,1.57934e-015,-7.10704e-015
8.16,0,1.0472,-1.0472,0,1.58128e-015,-7.11576e-015
8.17,0,1.0472,-1.0472,0,1.58322e-015,-7.12448e-015
8.18,0,1.0472,-1.0472,0,1.58516e-015,-7.1332e-015
8.19,0,1.0472,-1.0472,0,1.58709e-015,-7.14192e-015
8.2,0,1.0472,-1.0472,0,1.58903e-015,-7.15064e-015
8.21,0,1.0472,-1.0472,0,1.59097e-015,-7.15936e-015
8.22,0,1.0472,-1.0472,0,1.59291e-015,-7.16808e-015
8.23,0,1.0472,-1.0472,0,1.59485e-015,-7.1768e-015
8.24,0,1.0472,-1.0472,0,1.59678e-015,-7.18552e-015
8.25,0,1.0472,-1.0472,0,1.59872e-015,-7.19425e-015
8.26,0,1.0472,-1.0472,0,1.60066e-015,-7.20297e-015
8.27,0,1.0472,-1.0472,0,1.6026e-015,-7.21169e-015
8.28,0,1.0472,-1.0472,0,1.60453e-015,-7.22041e-015
8.29,0,1.0472,-1.0472,0,1.60647e-015,-7.22913e-015
8.3,0,1.0472,-1.0472,0,1.60841e-015,-7.23785e-015
8.31,0,1.0472,-1.0472,0,1.61035e-015,-7.24657e-015
8.32,0,1.0472,-1.0472,0,1.61229e-015,-7.25529e-015
8.33,0,1.0472,-1.0472,0,1.61422e-015,-7.26401e-015
8.34,0,1.0472,-1.0472,0,1.61616e-015,-7.27273e-015
8.35,0,1.0472,-1.0472,0,1.6181e-015,-7.28145e-015
8.36,0,1.0472,-1.0472,0,1.62004e-015,-7.29017e-015
8.37,0,1.0472,-1.0472,0,1.62198e-015,-7.29889e-015
8.38,0,1.0472,-1.0472,0,1.62391e-015,-7.30761e-015
8.39,0,1.0472,-1.0472,0,1.62585e-015,-7.31633e-015
8.4,0,1.0472,-1.0472,0,1.62779e-015,-7.32505e-015
8.41,0,1.0472,-1.0472,0,1.62973e-015,-7.33377e-015
8.42,0,1.0472,-1.0472,0,1.63166e-015,-7.34249e-015
8.43,0,1.0472,-1.0472,0,1.6336e-015,-7.35121e-015
8.44,0,1.0472,-1.0472,0,1.63554e-015,-7.35993e-015
8.45,0,1.0472,-1.0472,0,1.63748e-015,-7.36865e-015
8.46,0,1.0472,-1.0472,0,1.63942e-015,-7.37737e-015
8.47,0,1.0472,-1.0472,0,1.64135e-015,-7.38609e-015
8.48,0,1.0472,-1.0472,0,1.64329e-015,-7.39481e-015
8.49,0,1.0472,-1.0472,0,1.64523e-015,-7.40353e-015
8.5,0,1.0472,-1.0472,0,1.64717e-015,-7.41225e-015
8.51,0,1.0472,-1.0472,0,1.64911e-015,-7.42097e-015
8.52,0,1.0472,-1.0472,0,1.65104e-015,-7.42969e-015
8.53,0,1.0472,-1.0472,0,1.65298e-015,-7.43841e-015
8.54,0,1.0472,-1.0472,0,1.65492e-015,-7.44713e-015
8.55,0,1.0472,-1.0472,0,1.65686e-015,-7.45585e-015
8.56,0,1.0472,-1.0472,0,1.65879e-015,-7.46457e-015
8.57,0,1.0472,-1.0472,0,1.66073e-015,-7.47329e-015
8.58,0,1.0472,-1.0472,0,1.66267e-015,-7.48202e-015
8.59,0,1.0472,-1.0472,0,1.66461e-015,-7.49074e-015
8.6,0,1.0472,-1.0472,0,1.66655e-015,-7.49946e-015
8.61,0,1.0472,-1.0472,0,1.66848e-015,-7.50818e-015
8.62,0,1.0472,-1.0472,0,1.67042e-015,-7.5169e-015
8.63,0,1.0472,-1.0472,0,1.67236e-015,-7.52562e-015
8.64,0,1.0472,-1.0472,0,1.6743e-015,-7.53434e-015
8.65,0,1.0472,-1.0472,0,1.67623e-015,-7.54306e-015
8.66,0,1.0472,-1.0472,0,1.67817e-015,-7.55178e-015
8.67,0,1.0472,-1.0472,0,1.68011e-015,-7.5605e-015
8.68,0,1.0472,-1.0472,0,1.68205e-015,-7.56922e-015
8.69,0,1.0472,-1.0472,0,1.68399e-015,-7.57794e-015
8.7,0,1.0472,-1.0472,0,1.68592e-015,-7.58666e-015
8.71,0,1.0472,-1.0472,0,1.68786e-015,-7.59538e-015
8.72,0,1.0472,-1.0472,0,1.6898e-015,-7.6041e-015
8.73,0,1.0472,-1.0472,0,1.69174e-015,-7.61282e-015
8.74,0,1.0472,-1.0472,0,1.69368e-015,-7.62154e-015
8.75,0,1.0472,-1.0472,0,1.69561e-015,-7.63026e-015
8.76,0,1.0472,-1.0472,0,1.69755e-015,-7.63898e-015
8.77,0,1.0472,-1.0472,0,1.69949e-015,-7.6477e-015
8.78,0,1.0472,-1.0472,0,1.70143e-015,-7.65642e-015
8.79,0,1.0472,-1.0472,0,1.70336e-015,-7.66514e-015
8.8,0,1.0472,-1.0472,0,1.7053e-015,-7.67386e-015
8.81,0,1.0472,-1.0472,0,1.70724e-015,-7.68258e-015
8.82,0,1.0472,-1.0472,0,1.70918e-015,-7.6913e-015
8.83,0,1.0472,-1.0472,0,1.71112e-015,-7.70002e-015
8.84,0,1.0472,-1.0472,0,1.71305e-015,-7.70874e-015
8.85,0,1.0472,-1.0472,0,1.71499e-015,-7.71746e-015
8.86,0,1.0472,-1.0472,0,1.71693e-015,-7.72618e-015
8.87,0,1.0472,-1.0472,0,1.71887e-015,-7.7349e-015
8.88,0,1.0472,-1.0472,0,1.72081e-015,-7.74362e-015
8.89,0,1.0472,-1.0472,0,1.72274e-015,-7.75234e-015
8.9,0,1.0472,-1.0472,0,1.72468e-015,-7.76106e-015
8.91,0,1.0472,-1.0472,0,1.72662e-015,-7.76978e-015
8.92,0,1.0472,-1.0472,0,1.72856e-015,-7.77851e-015
8.93,0,1.0472,-1.0472,0,1.73049e-015,-7.78723e-015
8.94,0,1.0472,-1.0472,0,1.73243e-015,-7.79595e-015
8.95,0,1.0472,-1.0472,0,1.73437e-015,-7.80467e-015
8.96,0,1.0472,-1.0472,0,1.73631e-015,-7.81339e-015
8.97,0,1.0472,-1.0472,0,1.73825e-015,-7.82211e-015
8.98,0,1.0472,-1.0472,0,1.74018e-015,-7.83083e-015
8.99,0,1.0472,-1.0472,0,1.74212e-015,-7.83955e-015
9,0,1.0472,-1.0472,0,1.74406e-015,-7.84827e-015
9.01,0,1.0472,-1.0472,0,1.746e-015,-7.85699e-015
9.02,0,1.0472,-1.0472,0,1.74794e-015,-7.86571e-015
9.03,0,1.0472,-1.0472,0,1.74987e-015,-7.87443e-015
9.04,0,1.0472,-1.0472,0,1.75181e-015,-7.88315e-015
9.05,0,1.0472,-1.0472,0,1.75375e-015,-7.89187e-015
9.06,0,1.0472,-1.0472,0,1.75569e-015,-7.90059e-015
9.07,0,1.0472,-1.0472,0,1.75762e-015,-7.90931e-015
9.08,0,1.0472,-1.0472,0,1.75956e-015,-7.91803e-015
9.09,0,1.0472,-1.0472,0,1.7615e-015,-7.92675e-015
9.1,0,1.0472,-1.0472,0,1.76344e-015,-7.93547e-015
9.11,0,1.0472,-1.0472,0,1.76538e-015,-7.94419e-015
9.12,0,1.0472,-1.0472,0,1.76731e-015,-7.95291e-015
9.13,0,1.0472,-1.0472,0,1.76925e-015,-7.96163e-015
9.14,0,1.0472,-1.0472,0,1.77119e-015,-7.97035e-015
9.15,0,1.0472,-1.0472,0,1.77313e-015,-7.97907e-015
9.16,0,1.0472,-1.0472,0,1.77506e-015,-7.98779e-015
9.17,0,1.0472,-1.0472,0,1.777e-015,-7.99651e-015
9.18,0,1.0472,-1.0472,0,1.77894e-015,-8.00523e-015
9.19,0,1.0472,-1.0472,0,1.78088e-015,-8.01395e-015
9.2,0,1.0472,-1.0472,0,1.78282e-015,-8.02267e-015
9.21,0,1.0472,-1.0472,0,1.78475e-015,-8.03139e-015
9.22,0,1.0472,-1.0472,0,1.78669e-015,-8.04011e-015
9.23,0,1.0472,-1.0472,0,1.78863e-015,-8.04883e-015
9.24,0,1.0472,-1.0472,0,1.79057e-015,-8.05755e-015
9.25,0,1.0472,-1.0472,0,1.79251e-015,-8.06627e-015
9.26,0,1.0472,-1.0472,0,1.79444e-015,-8.075e-015
9.27,0,1.0472,-1.0472,0,1.79638e-015,-8.08372e-015
9.28,0,1.0472,-1.0472,0,1.79832e-015,-8.09244e-015
9.29,0,1.0472,-1.0472,0,1.80026e-015,-8.10116e-015
9.3,0,1.0472,-1.0472,0,1.80219e-015,-8.10988e-015
9.31,0,1.0472,-1.0472,0,1.80413e-015,-8.1186e-015
9.32,0,1.0472,-1.0472,0,1.80607e-015,-8.12732e-015
9.33,0,1.0472,-1.0472,0,1.80801e-015,-8.13604e-015
9.34,0,1.0472,-1.0472,0,1.80995e-015,-8.14476e-015
9.35,0,1.0472,-1.0472,0,1.81188e-015,-8.15348e-015
9.36,0,1.0472,-1.0472,0,1.81382e-015,-8.1622e-015
9.37,0,1.0472,-1.0472,0,1.81576e-015,-8.17092e-015
9.38,0,1.0472,-1.0472,0,1.8177e-015,-8.17964e-015
9.39,0,1.0472,-1.0472,0,1.81964e-015,-8.18836e-015
9.4,0,1.0472,-1.0472,0,1.82157e-015,-8.19708e-015
9.41,0,1.0472,-1.0472,0,1.82351e-015,-8.2058e-015
9.42,0,1.0472,-1.0472,0,1.82545e-015,-8.21452e-015
9.43,0,1.0472,-1.0472,0,1.82739e-015,-8.22324e-015
9.44,0,1.0472,-1.0472,0,1.82932e-015,-8.23196e-015
9.45,0,1.0472,-1.0472,0,1.83126e-015,-8.24068e-015
9.46,0,1.0472,-1.0472,0,1.8332e-015,-8.2494e-015
9.47,0,1.0472,-1.0472,0,1.83514e-015,-8.25812e-015
9.48,0,1.0472,-1.0472,0,1.83708e-015,-8.26684e-015
9.49,0,1.0472,-1.0472,0,1.83901e-015,-8.27556e-015
9.5,0,1.0472,-1.0472,0,1.84095e-015,-8.28428e-015
9.51,0,1.0472,-1.0472,0,1.84289e-015,-8.293e-015
9.52,0,1.0472,-1.0472,0,1.84483e-015,-8.30172e-015
9.53,0,1.0472,-1.0472,0,1.84677e-015,-8.31044e-015
9.54,0,1.0472,-1.0472,0,1.8487e-015,-8.31916e-015
9.55,0,1.0472,-1.0472,0,1.85064e-015,-8.32788e-015
9.56,0,1.0472,-1.0472,0,1.85258e-015,-8.3366e-015
9.57,0,1.0472,-1.0472,0,1.85452e-015,-8.34532e-015
9.58,0,1.0472,-1.0472,0,1.85645e-015,-8.35404e-015
9.59,0,1.0472,-1.0472,0,1.85839e-015,-8.36277e-015
9.6,0,1.0472,-1.0472,0,1.86033e-015,-8.37149e-015
9.61,0,1.0472,-1.0472,0,1.86227e-015,-8.38021e-015
9.62,0,1.0472,-1.0472,0,1.86421e-015,-8.38893e-015
9.63,0,1.0472,-1.0472,0,1.86614e-015,-8.39765e-015
9.64,0,1.0472,-1.0472,0,1.86808e-015,-8.40637e-015
9.65,0,1.0472,-1.0472,0,1.87002e-015,-8.41509e-015
9.66,0,1.0472,-1.0472,0,1.87196e-015,-8.42381e-015
9.67,0,1.0472,-1.0472,0,1.87389e-015,-8.43253e-015
9.68,0,1.0472,-1.0472,0,1.87583e-015,-8.44125e-015
9.69,0,1.0472,-1.0472,0,1.87777e-015,-8.44997e-015
9.7,0,1.0472,-1.0472,0,1.87971e-015,-8.45869e-015
9.71,0,1.0472,-1.0472,0,1.88165e-015,-8.46741e-015
9.72,0,1.0472,-1.0472,0,1.88358e-015,-8.47613e-015
9.73,0,1.0472,-1.0472,0,1.88552e-015,-8.48485e-015
9.74,0,1.0472,-1.0472,0,1.88746e-015,-8.49357e-015
9.75,0,1.0472,-1.0472,0,1.8894e-015,-8.50229e-015
9.76,0,1.0472,-1.0472,0,1.89134e-015,-8.51101e-015
9.77,0,1.0472,-1.0472,0,1.89327e-015,-8.51973e-015
9.78,0,1.0472,-1.0472,0,1.89521e-015,-8.52845e-015
9.79,0,1.0472,-1.0472,0,1.89715e-015,-8.53717e-015
9.8,0,1.0472,-1.0472,0,1.89909e-015,-8.54589e-015
9.81,0,1.0472,-1.0472,0,1.90102e-015,-8.55461e-015
9.82,0,1.0472,-1.0472,0,1.90296e-015,-8.56333e-015
9.83,0,1.0472,-1.0472,0,1.9049e-015,-8.57205e-015
9.84,0,1.0472,-1.0472,0,1.90684e-015,-8.58077e-015
9.85,0,1.0472,-1.0472,0,1.90878e-015,-8.58949e-015
9.86,0,1.0472,-1.0472,0,1.91071e-015,-8.59821e-015
9.87,0,1.0472,-1.0472,0,1.91265e-015,-8.60693e-015
9.88,0,1.0472,-1.0472,0,1.91459e-015,-8.61565e-015
9.89,0,1.0472,-1.0472,0,1.91653e-015,-8.62437e-015
9.9,0,1.0472,-1.0472,0,1.91847e-015,-8.63309e-015
9.91,0,1.0472,-1.0472,0,1.9204e-015,-8.64181e-015
9.92,0,1.0472,-1.0472,0,1.92234e-015,-8.65053e-015
9.93,0,1.0472,-1.0472,0,1.92428e-015,-8.65926e-015
9.94,0,1.0472,-1.0472,0,1.92622e-015,-8.66798e-015
9.95,0,1.0472,-1.0472,0,1.92815e-015,-8.6767e-015
9.96,0,1.0472,-1.0472,0,1.93009e-015,-8.68542e-015
9.97,0,1.0472,-1.0472,0,1.93203e-015,-8.69414e-015
9.98,0,1.0472,-1.0472,0,1.93397e-015,-8.70286e-015
9.99,0,1.0472,-1.0472,0,1.93591e-015,-8.71158e-015
10,0,1.0472,-1.0472,0,1.93784e-015,-8.7203e-015
10.01,0,1.0472,-1.0472,0,1.93978e-015,-8.72902e-015
10.02,0,1.0472,-1.0472,0,1.94172e-015,-8.73774e-015
10.03,0,1.0472,-1.0472,0,1.94366e-015,-8.74646e-015
10.04,0,1.0472,-1.0472,0,1.9456e-015,-8.75518e-015
10.05,0,1.0472,-1.0472,0,1.94753e-015,-8.7639e-015
10.06,0,1.0472,-1.0472,0,1.94947e-015,-8.77262e-015
10.07,0,1.0472,-1.0472,0,1.95141e-015,-8.78134e-015
10.08,0,1.0472,-1.0472,0,1.95335e-015,-8.79006e-015
10.09,0,1.0472,-1.0472,0,1.95528e-015,-8.79878e-015
10.1,0,1.0472,-1.0472,0,1.95722e-015,-8.8075e-015
10.11,0,1.0472,-1.0472,0,1.95916e-015,-8.81622e-015
10.12,0,1.0472,-1.0472,0,1.9611e-015,-8.82494e-015
10.13,0,1.0472,-1.0472,0,1.96304e-015,-8.83366e-015
10.14,0,1.0472,-1.0472,0,1.96497e-015,-8.84238e-015
10.15,0,1.0472,-1.0472,0,1.96691e-015,-8.8511e-015
10.16,0,1.0472,-1.0472,0,1.96885e-015,-8.85982e-015
10.17,0,1.0472,-1.0472,0,1.97079e-015,-8.86854e-015
10.18,0,1.0472,-1.0472,0,1.97273e-015,-8.87726e-015
10.19,0,1.0472,-1.0472,0,1.97466e-015,-8.88598e-015
10.2,0,1.0472,-1.0472,0,1.9766e-015,-8.8947e-015
10.21,0,1.0472,-1.0472,0,1.97854e-015,-8.90342e-015
10.22,0,1.0472,-1.0472,0,1.98048e-015,-8.91214e-015
10.23,0,1.0472,-1.0472,0,1.98241e-015,-8.92086e-015
10.24,0,1.0472,-1.0472,0,1.98435e-015,-8.92958e-015
10.25,0,1.0472,-1.0472,0,1.98629e-015,-8.9383e-015
10.26,0,1.0472,-1.0472,0,1.98823e-015,-8.94702e-015
10.27,0,1.0472,-1.0472,0,1.99017e-015,-8.95575e-015
10.28,0,1.0472,-1.0472,0,1.9921e-015,-8.96447e-015
10.29,0,1.0472,-1.0472,0,1.99404e-015,-8.97319e-015
10.3,0,1.0472,-1.0472,0,1.99598e-015,-8.98191e-015
10.31,0,1.0472,-1.0472,0,1.99792e-015,-8.99063e-015
10.32,0,1.0472,-1.0472,0,1.99985e-015,-8.99935e-015
10.33,0,1.0472,-1.0472,0,2.00179e-015,-9.00807e-015
10.34,0,1.0472,-1.0472,0,2.00373e-015,-9.01679e-015
10.35,0,1.0472,-1.0472,0,2.00567e-015,-9.02551e-015
10.36,0,1.0472,-1.0472,0,2.00761e-015,-9.03423e-015
10.37,0,1.0472,-1.0472,0,2.00954e-015,-9.04295e-015
10.38,0,1.0472,-1.0472,0,2.01148e-015,-9.05167e-015
10.39,0,1.0472,-1.0472,0,2.01342e-015,-9.06039e-015
10.4,0,1.0472,-1.0472,0,2.01536e-015,-9.06911e-015
10.41,0,1.0472,-1.0472,0,2.0173e-015,-9.07783e-015
10.42,0,1.0472,-1.0472,0,2.01923e-015,-9.08655e-015
10.43,0,1.0472,-1.0472,0,2.02117e-015,-9.09527e-015
10.44,0,1.0472,-1.0472,0,2.02311e-015,-9.10399e-015
10.45,0,1.0472,-1.0472,0,2.02505e-015,-9.11271e-015
10.46,0,1.0472,-1.0472,0,2.02698e-015,-9.12143e-015
10.47,0,1.0472,-1.0472,0,2.02892e-015,-9.13015e-015
10.48,0,1.0472,-1.0472,0,2.03086e-015,-9.13887e-015
10.49,0,1.0472,-1.0472,0,2.0328e-015,-9.14759e-015
10.5,0,1.0472,-1.0472,0,2.03474e-015,-9.15631e-015
10.51,0,1.0472,-1.0472,0,2.03667e-015,-9.16503e-015
10.52,0,1.0472,-1.0472,0,2.03861e-015,-9.17375e-015
10.53,0,1.0472,-1.0472,0,2.04055e-015,-9.18247e-015
10.54,0,1.0472,-1.0472,0,2.04249e-015,-9.19119e-015
10.55,0,1.0472,-1.0472,0,2.04443e-015,-9.19991e-015
10.56,0,1.0472,-1.0472,0,2.04636e-015,-9.20863e-015
10.57,0,1.0472,-1.0472,0,2.0483e-015,-9.21735e-015
10.58,0,1.0472,-1.0472,0,2.05024e-015,-9.22607e-015
10.59,0,1.0472,-1.0472,0,2.05218e-015,-9.23479e-015
10.6,0,1.0472,-1.0472,0,2.05411e-015,-9.24352e-015
10.61,0,1.0472,-1.0472,0,2.05605e-015,-9.25224e-015
10.62,0,1.0472,-1.0472,0,2.05799e-015,-9.26096e-015
10.63,0,1.0472,-1.0472,0,2.05993e-015,-9.26968e-015
10.64,0,1.0472,-1.0472,0,2.06187e-015,-9.2784e-015
10.65,0,1.0472,-1.0472,0,2.0638e-015,-9.28712e-015
10.66,0,1.0472,-1.0472,0,2.06574e-015,-9.29584e-015
10.67,0,1.0472,-1.0472,0,2.06768e-015,-9.30456e-015
10.68,0,1.0472,-1.0472,0,2.06962e-015,-9.31328e-015
10.69,0,1.0472,-1.0472,0,2.07156e-015,-9.322e-015
10.7,0,1.0472,-1.0472,0,2.07349e-015,-9.33072e-015
10.71,0,1.0472,-1.0472,0,2.07543e-015,-9.33944e-015
10.72,0,1.0472,-1.0472,0,2.07737e-015,-9.34816e-015
10.73,0,1.0472,-1.0472,0,2.07931e-015,-9.35688e-015
10.74,0,1.0472,-1.0472,0,2.08124e-015,-9.3656e-015
10.75,0,1.0472,-1.0472,0,2.08318e-015,-9.37432e-015
10.76,0,1.0472,-1.0472,0,2.08512e-015,-9.38304e-015
10.77,0,1.0472,-1.0472,0,2.08706e-015,-9.39176e-015
10.78,0,1.0472,-1.0472,0,2.089e-015,-9.40048e-015
10.79,0,1.0472,-1.0472,0,2.09093e-015,-9.4092e-015
10.8,0,1.0472,-1.0472,0,2.09287e-015,-9.41792e-015
10.81,0,1.0472,-1.0472,0,2.09481e-015,-9.42664e-015
10.82,0,1.0472,-1.0472,0,2.09675e-015,-9.43536e-015
10.83,0,1.0472,-1.0472,0,2.09868e-015,-9.44408e-015
10.84,0,1.0472,-1.0472,0,2.10062e-015,-9.4528e-015
10.85,0,1.0472,-1.0472,0,2.10256e-015,-9.46152e-015
10.86,0,1.0472,-1.0472,0,2.1045e-015,-9.47024e-015
10.87,0,1.0472,-1.0472,0,2.10644e-015,-9.47896e-015
10.88,0,1.0472,-1.0472,0,2.10837e-015,-9.48768e-015
10.89,0,1.0472,-1.0472,0,2.11031e-015,-9.4964e-015
10.9,0,1.0472,-1.0472,0,2.11225e-015,-9.50512e-015
10.91,0,1.0472,-1.0472,0,2.11419e-015,-9.51384e-015
10.92,0,1.0472,-1.0472,0,2.11613e-015,-9.52256e-015
10.93,0,1.0472,-1.0472,0,2.11806e-015,-9.53128e-015
10.94,0,1.0472,-1.0472,0,2.12e-015,-9.54001e-015
10.95,0,1.0472,-1.0472,0,2.12194e-015,-9.54873e-015
10.96,0,1.0472,-1.0472,0,2.12388e-015,-9.55745e-015
10.97,0,1.0472,-1.0472,0,2.12581e-015,-9.56617e-015
10.98,0,1.0472,-1.0472,0,2.12775e-015,-9.57489e-015
10.99,0,1.0472,-1.0472,0,2.12969e-015,-9.58361e-015
11,0,1.0472,-1.0472,0,2.13163e-015,-9.59233e-015
11.01,0,1.0472,-1.0472,0,2.13357e-015,-9.60105e-015
11.02,0,1.0472,-1.0472,0,2.1355e-015,-9.60977e-015
11.03,0,1.0472,-1.0472,0,2.13744e-015,-9.61849e-015
11.04,0,1.0472,-1.0472,0,2.13938e-015,-9.62721e-015
11.05,0,1.0472,-1.0472,0,2.14132e-015,-9.63593e-015
11.06,0,1.0472,-1.0472,0,2.14326e-015,-9.64465e-015
11.07,0,1.0472,-1.0472,0,2.14519e-015,-9.65337e-015
11.08,0,1.0472,-1.0472,0,2.14713e-015,-9.66209e-015
11.09,0,1.0472,-1.0472,0,2.14907e-015,-9.67081e-015
11.1,0,1.0472,-1.0472,0,2.15101e-015,-9.67953e-015
11.11,0,1.0472,-1.0472,0,2.15294e-015,-9.68825e-015
11.12,0,1.0472,-1.0472,0,2.15488e-015,-9.69697e-015
11.13,0,1.0472,-1.0472,0,2.15682e-015,-9.70569e-015
11.14,0,1.0472,-1.0472,0,2.15876e-015,-9.71441e-015
11.15,0,1.0472,-1.0472,0,2.1607e-015,-9.72313e-015
11.16,0,1.0472,-1.0472,0,2.16263e-015,-9.73185e-015
11.17,0,1.0472,-1.0472,0,2.16457e-015,-9.74057e-015
11.18,0,1.0472,-1.0472,0,2.16651e-015,-9.74929e-015
11.19,0,1.0472,-1.0472,0,2.16845e-015,-9.75801e-015
11.2,0,1.0472,-1.0472,0,2.17039e-015,-9.76673e-015
11.21,0,1.0472,-1.0472,0,2.17232e-015,-9.77545e-015
11.22,0,1.0472,-1.0472,0,2.17426e-015,-9.78417e-015
11.23,0,1.0472,-1.0472,0,2.1762e-015,-9.79289e-015
11.24,0,1.0472,-1.0472,0,2.17814e-015,-9.80161e-015
11.25,0,1.0472,-1.0472,0,2.18007e-015,-9.81033e-015
11.26,0,1.0472,-1.0472,0,2.18201e-015,-9.81905e-015
11.27,0,1.0472,-1.0472,0,2.18395e-015,-9.82777e-015
11.28,0,1.0472,-1.0472,0,2.18589e-015,-9.8365e-015
11.29,0,1.0472,-1.0472,0,2.18783e-015,-9.84522e-015
11.3,0,1.0472,-1.0472,0,2.18976e-015,-9.85394e-015
11.31,0,1.0472,-1.0472,0,2.1917e-015,-9.86266e-015
11.32,0,1.0472,-1.0472,0,2.19364e-015,-9.87138e-015
11.33,0,1.0472,-1.0472,0,2.19558e-015,-9.8801e-015
11.34,0,1.0472,-1.0472,0,2.19751e-015,-9.88882e-015
11.35,0,1.0472,-1.0472,0,2.19945e-015,-9.89754e-015
11.36,0,1.0472,-1.0472,0,2.20139e-015,-9.90626e-015
11.37,0,1.0472,-1.0472,0,2.20333e-015,-9.91498e-015
11.38,0,1.0472,-1.0472,0,2.20527e-015,-9.9237e-015
11.39,0,1.0472,-1.0472,0,2.2072e-015,-9.93242e-015
11.4,0,1.0472,-1.0472,0,2.20914e-015,-9.94114e-015
11.41,0,1.0472,-1.0472,0,2.21108e-015,-9.94986e-015
11.42,0,1.0472,-1.0472,0,2.21302e-015,-9.95858e-015
11.43,0,1.0472,-1.0472,0,2.21496e-015,-9.9673e-015
11.44,0,1.0472,-1.0472,0,2.21689e-015,-9.97602e-015
11.45,0,1.0472,-1.0472,0,2.21883e-015,-9.98474e-015
11.46,0,1.0472,-1.0472,0,2.22077e-015,-9.99346e-015
11.47,0,1.0472,-1.0472,0,2.22271e-015,-1.00022e-014
11.48,0,1.0472,-1.0472,0,2.22464e-015,-1.00109e-014
11.49,0,1.0472,-1.0472,0,2.22658e-015,-1.00196e-014
11.5,0,1.0472,-1.0472,0,2.22852e-015,-1.00283e-014
11.51,0,1.0472,-1.0472,0,2.23046e-015,-1.00371e-014
11.52,0,1.0472,-1.0472,0,2.2324e-015,-1.00458e-014
11.53,0,1.0472,-1.0472,0,2.23433e-015,-1.00545e-014
11.54,0,1.0472,-1.0472,0,2.23627e-015,-1.00632e-014
11.55,0,1.0472,-1.0472,0,2.23821e-015,-1.00719e-014
11.56,0,1.0472,-1.0472,0,2.24015e-015,-1.00807e-014
11.57,0,1.0472,-1.0472,0,2.24209e-015,-1.00894e-014
11.58,0,1.0472,-1.0472,0,2.24402e-015,-1.00981e-014
11.59,0,1.0472,-1.0472,0,2.24596e-015,-1.01068e-014
