Time t,theta 1,theta 2,theta 3,omega 1,omega 2,omega 3
15.48,0,1.0472,-1.0472,0,2.99978e-015,-1.3499e-014
15.49,0,1.0472,-1.0472,0,3.00172e-015,-1.35077e-014
15.5,0,1.0472,-1.0472,0,3.00366e-015,-1.35165e-014
15.51,0,1.0472,-1.0472,0,3.0056e-015,-1.35252e-014
15.52,0,1.0472,-1.0472,0,3.00753e-015,-1.35339e-014
15.53,0,1.0472,-1.0472,0,3.00947e-015,-1.35426e-014
15.54,0,1.0472,-1.0472,0,3.01141e-015,-1.35513e-014
15.55,0,1.0472,-1.0472,0,3.01335e-015,-1.35601e-014
15.56,0,1.0472,-1.0472,0,3.01528e-015,-1.35688e-014
15.57,0,1.0472,-1.0472,0,3.01722e-015,-1.35775e-014
15.58,0,1.0472,-1.0472,0,3.01916e-015,-1.35862e-014
15.59,0,1.0472,-1.0472,0,3.0211e-015,-1.35949e-014
15.6,0,1.0472,-1.0472,0,3.02304e-015,-1.36037e-014
15.61,0,1.0472,-1.0472,0,3.02497e-015,-1.36124e-014
15.62,0,1.0472,-1.0472,0,3.02691e-015,-1.36211e-014
15.63,0,1.0472,-1.0472,0,3.02885e-015,-1.36298e-014
15.64,0,1.0472,-1.0472,0,3.03079e-015,-1.36385e-014
15.65,0,1.0472,-1.0472,0,3.03273e-015,-1.36473e-014
15.66,0,1.0472,-1.0472,0,3.03466e-015,-1.3656e-014
15.67,0,1.0472,-1.0472,0,3.0366e-015,-1.36647e-014
15.68,0,1.0472,-1.0472,0,3.03854e-015,-1.36734e-014
15.69,0,1.0472,-1.0472,0,3.04048e-015,-1.36821e-014
15.7,0,1.0472,-1.0472,0,3.04241e-015,-1.36909e-014
15.71,0,1.0472,-1.0472,0,3.04435e-015,-1.36996e-014
15.72,0,1.0472,-1.0472,0,3.04629e-015,-1.37083e-014
15.73,0,1.0472,-1.0472,0,3.04823e-015,-1.3717e-014
15.74,0,1.0472,-1.0472,0,3.05017e-015,-1.37257e-014
15.75,0,1.0472,-1.0472,0,3.0521e-015,-1.37345e-014
15.76,0,1.0472,-1.0472,0,3.05404e-015,-1.37432e-014
15.77,0,1.0472,-1.0472,0,3.05598e-015,-1.37519e-014
15.78,0,1.0472,-1.0472,0,3.05792e-015,-1.37606e-014
15.79,0,1.0472,-1.0472,0,3.05986e-015,-1.37693e-014
15.8,0,1.0472,-1.0472,0,3.06179e-015,-1.37781e-014
15.81,0,1.0472,-1.0472,0,3.06373e-015,-1.37868e-014
15.82,0,1.0472,-1.0472,0,3.06567e-015,-1.37955e-014
15.83,0,1.0472,-1.0472,0,3.06761e-015,-1.38042e-014
15.84,0,1.0472,-1.0472,0,3.06954e-015,-1.3813e-014
15.85,0,1.0472,-1.0472,0,3.07148e-015,-1.38217e-014
15.86,0,1.0472,-1.0472,0,3.07342e-015,-1.38304e-014
15.87,0,1.0472,-1.0472,0,3.07536e-015,-1.38391e-014
15.88,0,1.0472,-1.0472,0,3.0773e-015,-1.38478e-014
15.89,0,1.0472,-1.0472,0,3.07923e-015,-1.38566e-014
15.9,0,1.0472,-1.0472,0,3.08117e-015,-1.38653e-014
15.91,0,1.0472,-1.0472,0,3.08311e-015,-1.3874e-014
15.92,0,1.0472,-1.0472,0,3.08505e-015,-1.38827e-014
15.93,0,1.0472,-1.0472,0,3.08699e-015,-1.38914e-014
15.94,0,1.0472,-1.0472,0,3.08892e-015,-1.39002e-014
15.95,0,1.0472,-1.0472,0,3.09086e-015,-1.39089e-014
15.96,0,1.0472,-1.0472,0,3.0928e-015,-1.39176e-014
15.97,0,1.0472,-1.0472,0,3.09474e-015,-1.39263e-014
15.98,0,1.0472,-1.0472,0,3.09667e-015,-1.3935e-014
15.99,0,1.0472,-1.0472,0,3.09861e-015,-1.39438e-014
16,0,1.0472,-1.0472,0,3.10055e-015,-1.39525e-014
16.01,0,1.0472,-1.0472,0,3.10249e-015,-1.39612e-014
16.02,0,1.0472,-1.0472,0,3.10443e-015,-1.39699e-014
16.03,0,1.0472,-1.0472,0,3.10636e-015,-1.39786e-014
16.04,0,1.0472,-1.0472,0,3.1083e-015,-1.39874e-014
16.05,0,1.0472,-1.0472,0,3.11024e-015,-1.39961e-014
16.06,0,1.0472,-1.0472,0,3.11218e-015,-1.40048e-014
16.07,0,1.0472,-1.0472,0,3.11412e-015,-1.40135e-014
16.08,0,1.0472,-1.0472,0,3.11605e-015,-1.40222e-014
16.09,0,1.0472,-1.0472,0,3.11799e-015,-1.4031e-014
16.1,0,1.0472,-1.0472,0,3.11993e-015,-1.40397e-014
16.11,0,1.0472,-1.0472,0,3.12187e-015,-1.40484e-014
16.12,0,1.0472,-1.0472,0,3.1238e-015,-1.40571e-014
16.13,0,1.0472,-1.0472,0,3.12574e-015,-1.40658e-014
16.14,0,1.0472,-1.0472,0,3.12768e-015,-1.40746e-014
16.15,0,1.0472,-1.0472,0,3.12962e-015,-1.40833e-014
16.16,0,1.0472,-1.0472,0,3.13156e-015,-1.4092e-014
16.17,0,1.0472,-1.0472,0,3.13349e-015,-1.41007e-014
16.18,0,1.0472,-1.0472,0,3.13543e-015,-1.41094e-014
16.19,0,1.0472,-1.0472,0,3.13737e-015,-1.41182e-014
16.2,0,1.0472,-1.0472,0,3.13931e-015,-1.41269e-014
16.21,0,1.0472,-1.0472,0,3.14124e-015,-1.41356e-014
16.22,0,1.0472,-1.0472,0,3.14318e-015,-1.41443e-014
16.23,0,1.0472,-1.0472,0,3.14512e-015,-1.4153e-014
16.24,0,1.0472,-1.0472,0,3.14706e-015,-1.41618e-014
16.25,0,1.0472,-1.0472,0,3.149e-015,-1.41705e-014
16.26,0,1.0472,-1.0472,0,3.15093e-015,-1.41792e-014
16.27,0,1.0472,-1.0472,0,3.15287e-015,-1.41879e-014
16.28,0,1.0472,-1.0472,0,3.15481e-015,-1.41966e-014
16.29,0,1.0472,-1.0472,0,3.15675e-015,-1.42054e-014
16.3,0,1.0472,-1.0472,0,3.15869e-015,-1.42141e-014
16.31,0,1.0472,-1.0472,0,3.16062e-015,-1.42228e-014
16.32,0,1.0472,-1.0472,0,3.16256e-015,-1.42315e-014
16.33,0,1.0472,-1.0472,0,3.1645e-015,-1.42402e-014
16.34,0,1.0472,-1.0472,0,3.16644e-015,-1.4249e-014
16.35,0,1.0472,-1.0472,0,3.16837e-015,-1.42577e-014
16.36,0,1.0472,-1.0472,0,3.17031e-015,-1.42664e-014
16.37,0,1.0472,-1.0472,0,3.17225e-015,-1.42751e-014
16.38,0,1.0472,-1.0472,0,3.17419e-015,-1.42838e-014
16.39,0,1.0472,-1.0472,0,3.17613e-015,-1.42926e-014
16.4,0,1.0472,-1.0472,0,3.17806e-015,-1.43013e-014
16.41,0,1.0472,-1.0472,0,3.18e-015,-1.431e-014
16.42,0,1.0472,-1.0472,0,3.18194e-015,-1.43187e-014
16.43,0,1.0472,-1.0472,0,3.18388e-015,-1.43274e-014
16.44,0,1.0472,-1.0472,0,3.18582e-015,-1.43362e-014
16.45,0,1.0472,-1.0472,0,3.18775e-015,-1.43449e-014
16.46,0,1.0472,-1.0472,0,3.18969e-015,-1.43536e-014
16.47,0,1.0472,-1.0472,0,3.19163e-015,-1.43623e-014
16.48,0,1.0472,-1.0472,0,3.19357e-015,-1.4371e-014
16.49,0,1.0472,-1.0472,0,3.1955e-015,-1.43798e-014
16.5,0,1.0472,-1.0472,0,3.19744e-015,-1.43885e-014
16.51,0,1.0472,-1.0472,0,3.19938e-015,-1.43972e-014
16.52,0,1.0472,-1.0472,0,3.20132e-015,-1.44059e-014
16.53,0,1.0472,-1.0472,0,3.20326e-015,-1.44147e-014
16.54,0,1.0472,-1.0472,0,3.20519e-015,-1.44234e-014
16.55,0,1.0472,-1.0472,0,3.20713e-015,-1.44321e-014
16.56,0,1.0472,-1.0472,0,3.20907e-015,-1.44408e-014
16.57,0,1.0472,-1.0472,0,3.21101e-015,-1.44495e-014
16.58,0,1.0472,-1.0472,0,3.21295e-015,-1.44583e-014
16.59,0,1.0472,-1.0472,0,3.21488e-015,-1.4467e-014
16.6,0,1.0472,-1.0472,0,3.21682e-015,-1.44757e-014
16.61,0,1.0472,-1.0472,0,3.21876e-015,-1.44844e-014
16.62,0,1.0472,-1.0472,0,3.2207e-015,-1.44931e-014
16.63,0,1.0472,-1.0472,0,3.22263e-015,-1.45019e-014
16.64,0,1.0472,-1.0472,0,3.22457e-015,-1.45106e-014
16.65,0,1.0472,-1.0472,0,3.22651e-015,-1.45193e-014
16.66,0,1.0472,-1.0472,0,3.22845e-015,-1.4528e-014
16.67,0,1.0472,-1.0472,0,3.23039e-015,-1.45367e-014
16.68,0,1.0472,-1.0472,0,3.23232e-015,-1.45455e-014
16.69,0,1.0472,-1.0472,0,3.23426e-015,-1.45542e-014
16.7,0,1.0472,-1.0472,0,3.2362e-015,-1.45629e-014
16.71,0,1.0472,-1.0472,0,3.23814e-015,-1.45716e-014
16.72,0,1.0472,-1.0472,0,3.24007e-015,-1.45803e-014
16.73,0,1.0472,-1.0472,0,3.24201e-015,-1.45891e-014
16.74,0,1.0472,-1.0472,0,3.24395e-015,-1.45978e-014
16.75,0,1.0472,-1.0472,0,3.24589e-015,-1.46065e-014
16.76,0,1.0472,-1.0472,0,3.24783e-015,-1.46152e-014
16.77,0,1.0472,-1.0472,0,3.24976e-015,-1.46239e-014
16.78,0,1.0472,-1.0472,0,3.2517e-015,-1.46327e-014
16.79,0,1.0472,-1.0472,0,3.25364e-015,-1.46414e-014
16.8,0,1.0472,-1.0472,0,3.25558e-015,-1.46501e-014
16.81,0,1.0472,-1.0472,0,3.25752e-015,-1.46588e-014
16.82,0,1.0472,-1.0472,0,3.25945e-015,-1.46675e-014
16.83,0,1.0472,-1.0472,0,3.26139e-015,-1.46763e-014
16.84,0,1.0472,-1.0472,0,3.26333e-015,-1.4685e-014
16.85,0,1.0472,-1.0472,0,3.26527e-015,-1.46937e-014
16.86,0,1.0472,-1.0472,0,3.2672e-015,-1.47024e-014
16.87,0,1.0472,-1.0472,0,3.26914e-015,-1.47111e-014
16.88,0,1.0472,-1.0472,0,3.27108e-015,-1.47199e-014
16.89,0,1.0472,-1.0472,0,3.27302e-015,-1.47286e-014
16.9,0,1.0472,-1.0472,0,3.27496e-015,-1.47373e-014
16.91,0,1.0472,-1.0472,0,3.27689e-015,-1.4746e-014
16.92,0,1.0472,-1.0472,0,3.27883e-015,-1.47547e-014
16.93,0,1.0472,-1.0472,0,3.28077e-015,-1.47635e-014
16.94,0,1.0472,-1.0472,0,3.28271e-015,-1.47722e-014
16.95,0,1.0472,-1.0472,0,3.28465e-015,-1.47809e-014
16.96,0,1.0472,-1.0472,0,3.28658e-015,-1.47896e-014
16.97,0,1.0472,-1.0472,0,3.28852e-015,-1.47983e-014
16.98,0,1.0472,-1.0472,0,3.29046e-015,-1.48071e-014
16.99,0,1.0472,-1.0472,0,3.2924e-015,-1.48158e-014
17,0,1.0472,-1.0472,0,3.29433e-015,-1.48245e-014
17.01,0,1.0472,-1.0472,0,3.29627e-015,-1.48332e-014
17.02,0,1.0472,-1.0472,0,3.29821e-015,-1.48419e-014
17.03,0,1.0472,-1.0472,0,3.30015e-015,-1.48507e-014
17.04,0,1.0472,-1.0472,0,3.30209e-015,-1.48594e-014
17.05,0,1.0472,-1.0472,0,3.30402e-015,-1.48681e-014
17.06,0,1.0472,-1.0472,0,3.30596e-015,-1.48768e-014
17.07,0,1.0472,-1.0472,0,3.3079e-015,-1.48855e-014
17.08,0,1.0472,-1.0472,0,3.30984e-015,-1.48943e-014
17.09,0,1.0472,-1.0472,0,3.31178e-015,-1.4903e-014
17.1,0,1.0472,-1.0472,0,3.31371e-015,-1.49117e-014
17.11,0,1.0472,-1.0472,0,3.31565e-015,-1.49204e-014
17.12,0,1.0472,-1.0472,0,3.31759e-015,-1.49291e-014
17.13,0,1.0472,-1.0472,0,3.31953e-015,-1.49379e-014
17.14,0,1.0472,-1.0472,0,3.32146e-015,-1.49466e-014
17.15,0,1.0472,-1.0472,0,3.3234e-015,-1.49553e-014
17.16,0,1.0472,-1.0472,0,3.32534e-015,-1.4964e-014
17.17,0,1.0472,-1.0472,0,3.32728e-015,-1.49728e-014
17.18,0,1.0472,-1.0472,0,3.32922e-015,-1.49815e-014
17.19,0,1.0472,-1.0472,0,3.33115e-015,-1.49902e-014
17.2,0,1.0472,-1.0472,0,3.33309e-015,-1.49989e-014
17.21,0,1.0472,-1.0472,0,3.33503e-015,-1.50076e-014
17.22,0,1.0472,-1.0472,0,3.33697e-015,-1.50164e-014
17.23,0,1.0472,-1.0472,0,3.3389e-015,-1.50251e-014
17.24,0,1.0472,-1.0472,0,3.34084e-015,-1.50338e-014
17.25,0,1.0472,-1.0472,0,3.34278e-015,-1.50425e-014
17.26,0,1.0472,-1.0472,0,3.34472e-015,-1.50512e-014
17.27,0,1.0472,-1.0472,0,3.34666e-015,-1.506e-014
17.28,0,1.0472,-1.0472,0,3.34859e-015,-1.50687e-014
17.29,0,1.0472,-1.0472,0,3.35053e-015,-1.50774e-014
17.3,0,1.0472,-1.0472,0,3.35247e-015,-1.50861e-014
17.31,0,1.0472,-1.0472,0,3.35441e-015,-1.50948e-014
17.32,0,1.0472,-1.0472,0,3.35635e-015,-1.51036e-014
17.33,0,1.0472,-1.0472,0,3.35828e-015,-1.51123e-014
17.34,0,1.0472,-1.0472,0,3.36022e-015,-1.5121e-014
17.35,0,1.0472,-1.0472,0,3.36216e-015,-1.51297e-014
17.36,0,1.0472,-1.0472,0,3.3641e-015,-1.51384e-014
17.37,0,1.0472,-1.0472,0,3.36603e-015,-1.51472e-014
17.38,0,1.0472,-1.0472,0,3.36797e-015,-1.51559e-014
17.39,0,1.0472,-1.0472,0,3.36991e-015,-1.51646e-014
17.4,0,1.0472,-1.0472,0,3.37185e-015,-1.51733e-014
17.41,0,1.0472,-1.0472,0,3.37379e-015,-1.5182e-014
17.42,0,1.0472,-1.0472,0,3.37572e-015,-1.51908e-014
17.43,0,1.0472,-1.0472,0,3.37766e-015,-1.51995e-014
17.44,0,1.0472,-1.0472,0,3.3796e-015,-1.52082e-014
17.45,0,1.0472,-1.0472,0,3.38154e-015,-1.52169e-014
17.46,0,1.0472,-1.0472,0,3.38348e-015,-1.52256e-014
17.47,0,1.0472,-1.0472,0,3.38541e-015,-1.52344e-014
17.48,0,1.0472,-1.0472,0,3.38735e-015,-1.52431e-014
17.49,0,1.0472,-1.0472,0,3.38929e-015,-1.52518e-014
17.5,0,1.0472,-1.0472,0,3.39123e-015,-1.52605e-014
17.51,0,1.0472,-1.0472,0,3.39316e-015,-1.52692e-014
17.52,0,1.0472,-1.0472,0,3.3951e-015,-1.5278e-014
17.53,0,1.0472,-1.0472,0,3.39704e-015,-1.52867e-014
17.54,0,1.0472,-1.0472,0,3.39898e-015,-1.52954e-014
17.55,0,1.0472,-1.0472,0,3.40092e-015,-1.53041e-014
17.56,0,1.0472,-1.0472,0,3.40285e-015,-1.53128e-014
17.57,0,1.0472,-1.0472,0,3.40479e-015,-1.53216e-014
17.58,0,1.0472,-1.0472,0,3.40673e-015,-1.53303e-014
17.59,0,1.0472,-1.0472,0,3.40867e-015,-1.5339e-014
17.6,0,1.0472,-1.0472,0,3.41061e-015,-1.53477e-014
17.61,0,1.0472,-1.0472,0,3.41254e-015,-1.53564e-014
17.62,0,1.0472,-1.0472,0,3.41448e-015,-1.53652e-014
17.63,0,1.0472,-1.0472,0,3.41642e-015,-1.53739e-014
17.64,0,1.0472,-1.0472,0,3.41836e-015,-1.53826e-014
17.65,0,1.0472,-1.0472,0,3.42029e-015,-1.53913e-014
17.66,0,1.0472,-1.0472,0,3.42223e-015,-1.54e-014
17.67,0,1.0472,-1.0472,0,3.42417e-015,-1.54088e-014
17.68,0,1.0472,-1.0472,0,3.42611e-015,-1.54175e-014
17.69,0,1.0472,-1.0472,0,3.42805e-015,-1.54262e-014
17.7,0,1.0472,-1.0472,0,3.42998e-015,-1.54349e-014
17.71,0,1.0472,-1.0472,0,3.43192e-015,-1.54436e-014
17.72,0,1.0472,-1.0472,0,3.43386e-015,-1.54524e-014
17.73,0,1.0472,-1.0472,0,3.4358e-015,-1.54611e-014
17.74,0,1.0472,-1.0472,0,3.43773e-015,-1.54698e-014
17.75,0,1.0472,-1.0472,0,3.43967e-015,-1.54785e-014
17.76,0,1.0472,-1.0472,0,3.44161e-015,-1.54872e-014
17.77,0,1.0472,-1.0472,0,3.44355e-015,-1.5496e-014
17.78,0,1.0472,-1.0472,0,3.44549e-015,-1.55047e-014
17.79,0,1.0472,-1.0472,0,3.44742e-015,-1.55134e-014
17.8,0,1.0472,-1.0472,0,3.44936e-015,-1.55221e-014
17.81,0,1.0472,-1.0472,0,3.4513e-015,-1.55308e-014
17.82,0,1.0472,-1.0472,0,3.45324e-015,-1.55396e-014
17.83,0,1.0472,-1.0472,0,3.45518e-015,-1.55483e-014
17.84,0,1.0472,-1.0472,0,3.45711e-015,-1.5557e-014
17.85,0,1.0472,-1.0472,0,3.45905e-015,-1.55657e-014
17.86,0,1.0472,-1.0472,0,3.46099e-015,-1.55745e-014
17.87,0,1.0472,-1.0472,0,3.46293e-015,-1.55832e-014
17.88,0,1.0472,-1.0472,0,3.46486e-015,-1.55919e-014
17.89,0,1.0472,-1.0472,0,3.4668e-015,-1.56006e-014
17.9,0,1.0472,-1.0472,0,3.46874e-015,-1.56093e-014
17.91,0,1.0472,-1.0472,0,3.47068e-015,-1.56181e-014
17.92,0,1.0472,-1.0472,0,3.47262e-015,-1.56268e-014
17.93,0,1.0472,-1.0472,0,3.47455e-015,-1.56355e-014
17.94,0,1.0472,-1.0472,0,3.47649e-015,-1.56442e-014
17.95,0,1.0472,-1.0472,0,3.47843e-015,-1.56529e-014
17.96,0,1.0472,-1.0472,0,3.48037e-015,-1.56617e-014
17.97,0,1.0472,-1.0472,0,3.48231e-015,-1.56704e-014
17.98,0,1.0472,-1.0472,0,3.48424e-015,-1.56791e-014
17.99,0,1.0472,-1.0472,0,3.48618e-015,-1.56878e-014
18,0,1.0472,-1.0472,0,3.48812e-015,-1.56965e-014
18.01,0,1.0472,-1.0472,0,3.49006e-015,-1.57053e-014
18.02,0,1.0472,-1.0472,0,3.49199e-015,-1.5714e-014
18.03,0,1.0472,-1.0472,0,3.49393e-015,-1.57227e-014
18.04,0,1.0472,-1.0472,0,3.49587e-015,-1.57314e-014
18.05,0,1.0472,-1.0472,0,3.49781e-015,-1.57401e-014
18.06,0,1.0472,-1.0472,0,3.49975e-015,-1.57489e-014
18.07,0,1.0472,-1.0472,0,3.50168e-015,-1.57576e-014
18.08,0,1.0472,-1.0472,0,3.50362e-015,-1.57663e-014
18.09,0,1.0472,-1.0472,0,3.50556e-015,-1.5775e-014
18.1,0,1.0472,-1.0472,0,3.5075e-015,-1.57837e-014
18.11,0,1.0472,-1.0472,0,3.50944e-015,-1.57925e-014
18.12,0,1.0472,-1.0472,0,3.51137e-015,-1.58012e-014
18.13,0,1.0472,-1.0472,0,3.51331e-015,-1.58099e-014
18.14,0,1.0472,-1.0472,0,3.51525e-015,-1.58186e-014
18.15,0,1.0472,-1.0472,0,3.51719e-015,-1.58273e-014
18.16,0,1.0472,-1.0472,0,3.51912e-015,-1.58361e-014
18.17,0,1.0472,-1.0472,0,3.52106e-015,-1.58448e-014
18.18,0,1.0472,-1.0472,0,3.523e-015,-1.58535e-014
18.19,0,1.0472,-1.0472,0,3.52494e-015,-1.58622e-014
18.2,0,1.0472,-1.0472,0,3.52688e-015,-1.58709e-014
18.21,0,1.0472,-1.0472,0,3.52881e-015,-1.58797e-014
18.22,0,1.0472,-1.0472,0,3.53075e-015,-1.58884e-014
18.23,0,1.0472,-1.0472,0,3.53269e-015,-1.58971e-014
18.24,0,1.0472,-1.0472,0,3.53463e-015,-1.59058e-014
18.25,0,1.0472,-1.0472,0,3.53656e-015,-1.59145e-014
18.26,0,1.0472,-1.0472,0,3.5385e-015,-1.59233e-014
18.27,0,1.0472,-1.0472,0,3.54044e-015,-1.5932e-014
18.28,0,1.0472,-1.0472,0,3.54238e-015,-1.59407e-014
18.29,0,1.0472,-1.0472,0,3.54432e-015,-1.59494e-014
18.3,0,1.0472,-1.0472,0,3.54625e-015,-1.59581e-014
18.31,0,1.0472,-1.0472,0,3.54819e-015,-1.59669e-014
18.32,0,1.0472,-1.0472,0,3.55013e-015,-1.59756e-014
18.33,0,1.0472,-1.0472,0,3.55207e-015,-1.59843e-014
18.34,0,1.0472,-1.0472,0,3.55401e-015,-1.5993e-014
18.35,0,1.0472,-1.0472,0,3.55594e-015,-1.60017e-014
18.36,0,1.0472,-1.0472,0,3.55788e-015,-1.60105e-014
18.37,0,1.0472,-1.0472,0,3.55982e-015,-1.60192e-014
18.38,0,1.0472,-1.0472,0,3.56176e-015,-1.60279e-014
18.39,0,1.0472,-1.0472,0,3.56369e-015,-1.60366e-014
18.4,0,1.0472,-1.0472,0,3.56563e-015,-1.60453e-014
18.41,0,1.0472,-1.0472,0,3.56757e-015,-1.60541e-014
18.42,0,1.0472,-1.0472,0,3.56951e-015,-1.60628e-014
18.43,0,1.0472,-1.0472,0,3.57145e-015,-1.60715e-014
18.44,0,1.0472,-1.0472,0,3.57338e-015,-1.60802e-014
18.45,0,1.0472,-1.0472,0,3.57532e-015,-1.60889e-014
18.46,0,1.0472,-1.0472,0,3.57726e-015,-1.60977e-014
18.47,0,1.0472,-1.0472,0,3.5792e-015,-1.61064e-014
18.48,0,1.0472,-1.0472,0,3.58114e-015,-1.61151e-014
18.49,0,1.0472,-1.0472,0,3.58307e-015,-1.61238e-014
18.5,0,1.0472,-1.0472,0,3.58501e-015,-1.61325e-014
18.51,0,1.0472,-1.0472,0,3.58695e-015,-1.61413e-014
18.52,0,1.0472,-1.0472,0,3.58889e-015,-1.615e-014
18.53,0,1.0472,-1.0472,0,3.59082e-015,-1.61587e-014
18.54,0,1.0472,-1.0472,0,3.59276e-015,-1.61674e-014
18.55,0,1.0472,-1.0472,0,3.5947e-015,-1.61762e-014
18.56,0,1.0472,-1.0472,0,3.59664e-015,-1.61849e-014
18.57,0,1.0472,-1.0472,0,3.59858e-015,-1.61936e-014
18.58,0,1.0472,-1.0472,0,3.60051e-015,-1.62023e-014
18.59,0,1.0472,-1.0472,0,3.60245e-015,-1.6211e-014
18.6,0,1.0472,-1.0472,0,3.60439e-015,-1.62198e-014
18.61,0,1.0472,-1.0472,0,3.60633e-015,-1.62285e-014
18.62,0,1.0472,-1.0472,0,3.60827e-015,-1.62372e-014
18.63,0,1.0472,-1.0472,0,3.6102e-015,-1.62459e-014
18.64,0,1.0472,-1.0472,0,3.61214e-015,-1.62546e-014
18.65,0,1.0472,-1.0472,0,3.61408e-015,-1.62634e-014
18.66,0,1.0472,-1.0472,0,3.61602e-015,-1.62721e-014
18.67,0,1.0472,-1.0472,0,3.61795e-015,-1.62808e-014
18.68,0,1.0472,-1.0472,0,3.61989e-015,-1.62895e-014
18.69,0,1.0472,-1.0472,0,3.62183e-015,-1.62982e-014
18.7,0,1.0472,-1.0472,0,3.62377e-015,-1.6307e-014
18.71,0,1.0472,-1.0472,0,3.62571e-015,-1.63157e-014
18.72,0,1.0472,-1.0472,0,3.62764e-015,-1.63244e-014
18.73,0,1.0472,-1.0472,0,3.62958e-015,-1.63331e-014
18.74,0,1.0472,-1.0472,0,3.63152e-015,-1.63418e-014
18.75,0,1.0472,-1.0472,0,3.63346e-015,-1.63506e-014
18.76,0,1.0472,-1.0472,0,3.6354e-015,-1.63593e-014
18.77,0,1.0472,-1.0472,0,3.63733e-015,-1.6368e-014
18.78,0,1.0472,-1.0472,0,3.63927e-015,-1.63767e-014
18.79,0,1.0472,-1.0472,0,3.64121e-015,-1.63854e-014
18.8,0,1.0472,-1.0472,0,3.64315e-015,-1.63942e-014
18.81,0,1.0472,-1.0472,0,3.64508e-015,-1.64029e-014
18.82,0,1.0472,-1.0472,0,3.64702e-015,-1.64116e-014
18.83,0,1.0472,-1.0472,0,3.64896e-015,-1.64203e-014
18.84,0,1.0472,-1.0472,0,3.6509e-015,-1.6429e-014
18.85,0,1.0472,-1.0472,0,3.65284e-015,-1.64378e-014
18.86,0,1.0472,-1.0472,0,3.65477e-015,-1.64465e-014
18.87,0,1.0472,-1.0472,0,3.65671e-015,-1.64552e-014
18.88,0,1.0472,-1.0472,0,3.65865e-015,-1.64639e-014
18.89,0,1.0472,-1.0472,0,3.66059e-015,-1.64726e-014
18.9,0,1.0472,-1.0472,0,3.66252e-015,-1.64814e-014
18.91,0,1.0472,-1.0472,0,3.66446e-015,-1.64901e-014
18.92,0,1.0472,-1.0472,0,3.6664e-015,-1.64988e-014
18.93,0,1.0472,-1.0472,0,3.66834e-015,-1.65075e-014
18.94,0,1.0472,-1.0472,0,3.67028e-015,-1.65162e-014
18.95,0,1.0472,-1.0472,0,3.67221e-015,-1.6525e-014
18.96,0,1.0472,-1.0472,0,3.67415e-015,-1.65337e-014
18.97,0,1.0472,-1.0472,0,3.67609e-015,-1.65424e-014
18.98,0,1.0472,-1.0472,0,3.67803e-015,-1.65511e-014
18.99,0,1.0472,-1.0472,0,3.67997e-015,-1.65598e-014
19,0,1.0472,-1.0472,0,3.6819e-015,-1.65686e-014
19.01,0,1.0472,-1.0472,0,3.68384e-015,-1.65773e-014
19.02,0,1.0472,-1.0472,0,3.68578e-015,-1.6586e-014
19.03,0,1.0472,-1.0472,0,3.68772e-015,-1.65947e-014
19.04,0,1.0472,-1.0472,0,3.68965e-015,-1.66034e-014
19.05,0,1.0472,-1.0472,0,3.69159e-015,-1.66122e-014
19.06,0,1.0472,-1.0472,0,3.69353e-015,-1.66209e-014
19.07,0,1.0472,-1.0472,0,3.69547e-015,-1.66296e-014
19.08,0,1.0472,-1.0472,0,3.69741e-015,-1.66383e-014
19.09,0,1.0472,-1.0472,0,3.69934e-015,-1.6647e-014
19.1,0,1.0472,-1.0472,0,3.70128e-015,-1.66558e-014
19.11,0,1.0472,-1.0472,0,3.70322e-015,-1.66645e-014
19.12,0,1.0472,-1.0472,0,3.70516e-015,-1.66732e-014
19.13,0,1.0472,-1.0472,0,3.7071e-015,-1.66819e-014
19.14,0,1.0472,-1.0472,0,3.70903e-015,-1.66906e-014
19.15,0,1.0472,-1.0472,0,3.71097e-015,-1.66994e-014
19.16,0,1.0472,-1.0472,0,3.71291e-015,-1.67081e-014
19.17,0,1.0472,-1.0472,0,3.71485e-015,-1.67168e-014
19.18,0,1.0472,-1.0472,0,3.71678e-015,-1.67255e-014
19.19,0,1.0472,-1.0472,0,3.71872e-015,-1.67343e-014
19.2,0,1.0472,-1.0472,0,3.72066e-015,-1.6743e-014
19.21,0,1.0472,-1.0472,0,3.7226e-015,-1.67517e-014
19.22,0,1.0472,-1.0472,0,3.72454e-015,-1.67604e-014
19.23,0,1.0472,-1.0472,0,3.72647e-015,-1.67691e-014
19.24,0,1.0472,-1.0472,0,3.72841e-015,-1.67779e-014
19.25,0,1.0472,-1.0472,0,3.73035e-015,-1.67866e-014
19.26,0,1.0472,-1.0472,0,3.73229e-015,-1.67953e-014
19.27,0,1.0472,-1.0472,0,3.73423e-015,-1.6804e-014
19.28,0,1.0472,-1.0472,0,3.73616e-015,-1.68127e-014
19.29,0,1.0472,-1.0472,0,3.7381e-015,-1.68215e-014
19.3,0,1.0472,-1.0472,0,3.74004e-015,-1.68302e-014
19.31,0,1.0472,-1.0472,0,3.74198e-015,-1.68389e-014
19.32,0,1.0472,-1.0472,0,3.74391e-015,-1.68476e-014
19.33,0,1.0472,-1.0472,0,3.74585e-015,-1.68563e-014
19.34,0,1.0472,-1.0472,0,3.74779e-015,-1.68651e-014
19.35,0,1.0472,-1.0472,0,3.74973e-015,-1.68738e-014
